ID	label_en	synonym_en	label_ja	synonym_ja	notification_number	Mondo
1200686	[Shitei] Angelman syndrome		[指定] アンジェルマン症候群	Angelman症候群	201	MONDO:0007113
1200687	[Shitei] Smith-Magenis syndrome		[指定] スミス・マギニス症候群	Smith-Magenis症候群	202	MONDO:0008434
1200688	[Shitei] 22q11.2 deletion syndrome	Chromosome 22q11.2 deletion syndrome	[指定] 22q11.2欠失症候群		203	MONDO:0008564|MONDO:0008644|MONDO:0018923
1200689	[Shitei] Emanuel syndrome		[指定] エマヌエル症候群		204	MONDO:0012176
1200690	[Shitei] Fragile X syndrome related diseases	Fragile X-associated tremor/ataxia syndrome|Fragile X-associated disorders|Fragile X syndrome and associated disorders	[指定] 脆弱Ｘ症候群関連疾患		205	MONDO:0010382
1200692	[Shitei] Fragile X syndrome		[指定] 脆弱X症候群		206	MONDO:0010383
1200693	[Shitei] Truncus arteriosus communis		[指定] 総動脈幹遺残症		207	MONDO:0018072
1200698	[Shitei] Corrected transposition of great arteries	Corrected transposition of the great arteries	[指定] 修正大血管転位症		208	MONDO:0019443
1200699	[Shitei] Complete transposition of the great arteries	Complete TGA	[指定] 完全大血管転位症		209	MONDO:0016301
1200704	[Shitei] Single ventricle	Univentricular heart	[指定] 単心室症		210	MONDO:0015451
1200705	[Shitei] Hypoplastic left heart syndrome		[指定] 左心低形成症候群		211	MONDO:0004933
1200706	[Shitei] Tricuspid atresia		[指定] 三尖弁閉鎖症		212	MONDO:0011514
1200707	[Shitei] Pulmonary atresia with intact ventricular septum	Pulmonary atresia without ventricular septum defect	[指定] 心室中隔欠損を伴わない肺動脈閉鎖症		213	MONDO:0009931
1200708	[Shitei] Pulmonary atresia with ventricular septal defect		[指定] 心室中隔欠損を伴う肺動脈閉鎖症	極型ファロー四徴症	214	MONDO:0008343
1200709	[Shitei] Tetralogy of Fallot	Fallot's Tetralogy	[指定] ファロー四徴症		215	MONDO:0008542
1200710	[Shitei] Double outlet right ventricle		[指定] 両大血管右室起始症		216	MONDO:0018089
1200711	[Shitei] Ebstein's anomaly	Ebstein anomaly|Ebstein's malformation|Ebstein malformation	[指定] エプスタイン病	Ebstein病|Ebstein奇形	217	MONDO:0009144
1200712	[Shitei] Alport's syndrome	Alport syndrome	[指定] アルポート症候群	Alport症候群	218	MONDO:0018965
1200713	[Shitei] Galloway-Mowat syndrome		[指定] ギャロウェイ・モワト症候群	Galloway-Mowat症候群	219	MONDO:0009627
1200714	[Shitei] Rapidly progressive glomerulonephritis	Crescentic glomerulonephritis	[指定] 急速進行性糸球体腎炎		220	MONDO:0001645|MONDO:0017236
1200718	[Shitei] Goodpasture syndrome	Anti-glomerular basement membrane disease|Anti-GBM nephritis	[指定] 抗糸球体基底膜腎炎	グッドパスチャー症候群|Goodpasture症候群	221	MONDO:0009303
1200719	[Shitei] Primary nephrotic syndrome		[指定] 一次性ネフローゼ症候群		222	MONDO:0018170
1200725	[Shitei] Primary membranoproliferative glomerulonephritis	Primary MPGN	[指定] 一次性膜性増殖性糸球体腎炎		223	MONDO:0018904
1200741	[Shitei] Henoch-Schonlein purpura nephritis	Henoch-Schönlein purpura nephritis|HSPN	[指定] 紫斑病性腎炎		224	MONDO:0006785
1200742	[Shitei] Congenital nephrogenic diabetes insipidus	Nephrogenic diabetes insipidus	[指定] 先天性腎性尿崩症	遺伝性腎性尿崩症	225	MONDO:0016383
1200743	[Shitei] Interstitial cystitis (Hunner type)	Interstitial cystitis|Interstitial cystitis with Hunner's ulcer	[指定] 間質性膀胱炎（ハンナ型）		226	MONDO:0018301
1200744	[Shitei] Osler disease	Hereditary hemorrhagic telangiectasia|Hereditary haemorrhagic telangiectasia	[指定] オスラー病	遺伝性出血性末梢血管拡張症	227	MONDO:0019180
1200745	[Shitei] Bronchiolitis obliterans	Obliterating bronchiolitis	[指定] 閉塞性細気管支炎		228	MONDO:0015265
1200746	[Shitei] Pulmonary alveolar proteinosis	PAP	[指定] 肺胞蛋白症		229	MONDO:0001437|MONDO:0012580
1200751	[Shitei] Alveolar hypoventilation syndrome	AHS	[指定] 肺胞低換気症候群		230	MONDO:0008346
1200755	[Shitei] Alpha-1-antitrypsin deficiency	AATD|α-1-antitrypsin deficiency	[指定] α1-アンチトリプシン欠乏症		231	MONDO:0013282
1200756	[Shitei] Carney complex		[指定] カーニー複合	Carney複合	232	MONDO:0015285
1200757	[Shitei] Wolfram syndrome		[指定] ウォルフラム症候群	Wolfram症候群	233	MONDO:0018105
1200758	[Shitei] Peroxisomal disorder	Peroxisomal disease	[指定] ペルオキシソーム病		234	MONDO:0019053
1200775	[Shitei] Hypoparathyroidism	Accessory thyroid hypergasia disease	[指定] 副甲状腺機能低下症		235	MONDO:0001220|MONDO:0015895
1200776	[Shitei] Pseudohypoparathyroidism		[指定] 偽性副甲状腺機能低下症		236	MONDO:0019992
1200777	[Shitei] ACTH unresponsiveness	Adrenocorticotropic hormone unresponsiveness|Adrenocorticotropic hormone insensitivity|Adrenocorticotropin unresponsiveness	[指定] 副腎皮質刺激ホルモン不応症	ACTH不応症	237	
1200778	[Shitei] Vitamin D-resistant rickets/Vitamin D-resistant osteomalacia	Vitamin D Resistant Rickets / Osteomalacia	[指定] ビタミンD抵抗性くる病/骨軟化症	低リン血症性くる病・骨軟化症	238	MONDO:0024300
1200781	[Shitei] Vitamin D-dependent rickets / Osteomalacia	Vitamin D-dependent osteomalacia	[指定] ビタミンD依存性くる病/骨軟化症	ビタミンD依存症	239	MONDO:0024299
1200784	[Shitei] Phenylketonuria	PKU|Hyperphenylalaninemia|HPA	[指定] フェニルケトン尿症	高フェニルアラニン血症	240	MONDO:0009861
1200788	[Shitei] Tyrosinemia type 1	Tyrosinaemia type 1	[指定] 高チロシン血症1型		241	MONDO:0010161
1200789	[Shitei] Tyrosinemia type 2	Tyrosinaemia type 2	[指定] 高チロシン血症2型		242	MONDO:0010160
1200790	[Shitei] Tyrosinemia type 3	Tyrosinaemia type 3	[指定] 高チロシン血症3型		243	MONDO:0010162
1200791	[Shitei] Maple syrup urine disease	MSUD	[指定] メープルシロップ尿症		244	MONDO:0009563
1200792	[Shitei] Propionic acidemia	Propionic acidaemia|PA	[指定] プロピオン酸血症		245	MONDO:0011628
1200793	[Shitei] Methylmalonic acidemia	Methylmalonic acidaemia|MMA	[指定] メチルマロン酸血症		246	MONDO:0002012
1200798	[Shitei] Isovaleric acidemia	Isovaleric acidaemia	[指定] イソ吉草酸血症		247	MONDO:0009475
1200799	[Shitei] Glucose transporter 1 deficiency	GLUT-1 deficiency|GLUT-1 DS	[指定] グルコーストランスポーター1欠損症	GLUT1欠損症	248	MONDO:0000188|MONDO:0011724
1200800	[Shitei] Glutaric acidemia type 1	Glutaric acidaemia type 1|Glutaryl-CoA dehydrogenase deficiency|GA1	[指定] グルタル酸血症1型		249	MONDO:0009281
1200801	[Shitei] Glutaric acidemia type 2	Glutaric acidaemia type 2|Multiple acyl-CoA dehydrogenase deficiency|GA2	[指定] グルタル酸血症2型		250	MONDO:0009282
1200802	[Shitei] Urea cycle disorder		[指定] 尿素サイクル異常症		251	MONDO:0004739
1200809	[Shitei] Lysinuric protein intolerance		[指定] リジン尿性蛋白不耐症		252	MONDO:0009109
1200810	[Shitei] Hereditary folate malabsorption	Congenital folate malabsorption	[指定] 先天性葉酸吸収不全症		253	MONDO:0009238
1200811	[Shitei] Porphyria		[指定] ポルフィリン症		254	MONDO:0037939
1200820	[Shitei] Multiple carboxylase deficiency		[指定] 複合カルボキシラーゼ欠損症		255	MONDO:0015454
1200823	[Shitei] Muscle glycogen storage disease	Glycogen storage disease type VII|Skeletal muscle glycogenosis|Muscular glycogenosis	[指定] 筋型糖原病		256	MONDO:0009295|MONDO:0016118
1200838	[Shitei] Hepatic glycogen storage disease	Hepatic glycogenosis	[指定] 肝型糖原病		257	MONDO:0002412|MONDO:0009414
1200851	[Shitei] Galactose-1-phosphate uridyltransferase deficiency	Galactose-1-phosphate uridylyltransferase deficiency|Galactosemia type 1|GALT deficiency	[指定] ガラクトース-1-リン酸ウリジルトランスフェラーゼ欠損症	GALT欠損症|ガラクトース血症I 型	258	MONDO:0009258
1200852	[Shitei] Lecithin cholesterol acyltransferase deficiency	LCAT deficiency	[指定] レシチンコレステロールアシルトランスフェラーゼ欠損症	LCAT欠損症	259	MONDO:0009515|MONDO:0018999
1200853	[Shitei] Sitosterolemia	Sitosterolaemia	[指定] シトステロール血症		260	MONDO:0008863
1200854	[Shitei] Tangier disease		[指定] タンジール病	Tangier病	261	MONDO:0008783
1200855	[Shitei] Primary hyperchylomicronemia	Primary hyperchylomicronaemia	[指定] 原発性高カイロミクロン血症		262	
1200856	[Shitei] Cerebrotendinous xanthomatosis	CTX	[指定] 脳腱黄色腫症	27-ヒドロキシラーゼ欠損症	263	MONDO:0008948
1200857	[Shitei] Abetalipoproteinemia	Abetalipoproteinaemia	[指定] 無βリポタンパク血症	MTP欠損症	264	MONDO:0008692
1200858	[Shitei] Lipodystrophy		[指定] 脂肪萎縮症	脂肪異栄養症	265	MONDO:0006573
1200863	[Shitei] Familial Mediterranean fever	FMF	[指定] 家族性地中海熱		266	MONDO:0018088
1200866	[Shitei] Hyper IgD syndrome	Hyperimmunoglobulinemia D and periodic fever syndrome|Mevalonate kinase deffiency|MKD|HIDS	[指定] 高IgD症候群	メバロン酸キナーゼ欠損症	267	MONDO:0009849|MONDO:0012481
1200867	[Shitei] Nakajo-Nishimura syndrome	Autoinflammation, lipodystrophy, and dermatosis syndrome|CANDLE syndrome|Chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature syndrome|JMP syndrome|Joint contractures, muscle atrophy, microcytic anemia, and panniculitis induced lipodystrophy	[指定] 中條・西村症候群	脂肪異栄養症および発熱を伴う慢性非典型的好中球性皮膚疾患症候群|関節拘縮、筋委縮、小球性貧血、脂肪異栄養症誘因性脂肪織炎	268	MONDO:0009726
1200868	[Shitei] Pyogenic arthritis, pyoderma gangrenosum, acne syndrome	PAPA syndrome|Pyogenic arthritis, pyoderma gangrenosum and acne syndrome	[指定] 化膿性無菌性関節炎・壊疽性膿皮症・アクネ症候群	PAPA症候群	269	MONDO:0011462
1200869	[Shitei] Chronic recurrent multifocal osteomyelitis	CRMO	[指定] 慢性再発性多発性骨髄炎	CRMO	270	MONDO:0009813
1200870	[Shitei] Ankylosing spondylitis	Spondylarthritis ankylopoietica	[指定] 強直性脊椎炎		271	MONDO:0005306
1200871	[Shitei] Fibrodysplasia ossificans progressiva	FOP	[指定] 進行性骨化性線維異形成症	FOP	272	MONDO:0003964|MONDO:0007606
1200872	[Shitei] Congenital scoliosis with rib anomalies	Congenital scoliosis with rib anomaly	[指定] 肋骨異常を伴う先天性側弯症		273	
1200873	[Shitei] Osteogenesis imperfecta		[指定] 骨形成不全症		274	MONDO:0019019
1200874	[Shitei] Thanatophoric dysplasia	TD	[指定] タナトフォリック骨異形成症		275	MONDO:0017042
1200877	[Shitei] Achondroplasia		[指定] 軟骨無形成症		276	MONDO:0007037
1200878	[Shitei] Lymphangiomatosis / Gorham-Stout disease	Lymphangiomatosis/Gorham disease	[指定] リンパ管腫症/ゴーハム病		277	MONDO:0003157|MONDO:0007414
1200881	[Shitei] Giant lymphatic malformation (cervicofacial lesion)	Huge lymphatic malformation|Huge lymphatic malformation with cervicofacial lesion	[指定] 巨大リンパ管奇形（頚部顔面病変）		278	MONDO:0016233|MONDO:0019328
1200882	[Shitei] Giant venous malformation (cervical, oral and oropharyngeal diffuse lesion)	Huge venous malformation|Huge venous malformation with cervical, oral and pharyngeal diffuse lesion	[指定] 巨大静脈奇形（頚部口腔咽頭びまん性病変）		279	
1200883	[Shitei] Huge arteriovenous malformation with cervicofacial or limb lesion	gigantic arteriovenous malformation (cervicofacial/limb lesion)	[指定] 巨大動静脈奇形（頚部顔面又は四肢病変）		280	
1200884	[Shitei] Klippel-Trenaunay-Weber syndrome	Klippel-Trénanay-Weber syndrome	[指定] クリッペル・トレノネー・ウェーバー症候群		281	MONDO:0007864
1200885	[Shitei] Congenital dyserythropoietic anemia	Congenital dyserythropoietic anaemia|CDA	[指定] 先天性赤血球形成異常性貧血		282	MONDO:0019403
1200889	[Shitei] Acquired pure red cell aplasia		[指定] 後天性赤芽球癆		283	MONDO:0020338
1200890	[Shitei] Diamond-Blackfan anemia	Diamond-Blackfan anaemia|Congenital red cell aplasia	[指定] ダイアモンド・ブラックファン貧血	先天性赤芽球癆|Diamond-Blackfan貧血	284	MONDO:0015253
1200891	[Shitei] Fanconi anemia	Fanconi anaemia	[指定] ファンコニ貧血		285	MONDO:0019391
1200892	[Shitei] Hereditary sideroblastic anemia	Hereditary sideroblastic anaemia	[指定] 遺伝性鉄芽球性貧血		286	MONDO:0020099
1200893	[Shitei] Epstein syndrome		[指定] エプスタイン症候群	Epstein症候群	287	MONDO:0007954
1200896	[Shitei] Autoimmune acquired coagulation factor deficiency	AiCFD	[指定] 自己免疫性後天性凝固因子欠乏症		288	MONDO:0020599
1200901	[Shitei] Cronkhite-Canada syndrome		[指定] クロンカイト・カナダ症候群	Cronkhite-Canada症候群	289	MONDO:0008283
1200902	[Shitei] Chronic nonspecific multiple ulcers of the small intestine	Chronic enteropathy associated with SLCO2A1|CEAS	[指定] 非特異性多発性小腸潰瘍症		290	
1200903	[Shitei] Hirschsprung disease	Hirschsprung Disease (Entire Colon type / Extensive type)|Hirschsprung's disease	[指定] ヒルシュスプルング病	Hirschsprung病	291	MONDO:0018309
1200909	[Shitei] Cloacal exstrophy		[指定] 総排泄腔外反症		292	MONDO:0009774
1200910	[Shitei] Persistent cloaca		[指定] 総排泄腔遺残		293	MONDO:0009774
1200911	[Shitei] Congenital diaphragmatic hernia	CDH	[指定] 先天性横隔膜ヘルニア		294	MONDO:0005711
1200912	[Shitei] Infantile giant hepatic hemangiomas	Infantile giant hepatic haemangiomas	[指定] 乳幼児肝巨大血管腫		295	
1200913	[Shitei] Biliary atresia	BA	[指定] 胆道閉鎖症		296	MONDO:0008867|MONDO:0028737
1200918	[Shitei] Alagille syndrome	AGS	[指定] アラジール症候群	Alagille症候群	297	MONDO:0007318
1200921	[Shitei] Hereditary pancreatitis		[指定] 遺伝性膵炎		298	MONDO:0008185
1200922	[Shitei] Cystic fibrosis	CF	[指定] 嚢胞性線維症		299	MONDO:0009061
1200923	[Shitei] IgG4-related disease	IgG4-RD	[指定] IgG4関連疾患		300	MONDO:0017287
1200931	[Shitei] Macular dystrophy		[指定] 黄斑ジストロフィー		301	MONDO:0020242
1200940	[Shitei] Leber hereditary optic neuropathy	LHON	[指定] レーベル遺伝性視神経症	レーベル病	302	MONDO:0010788
1200941	[Shitei] Usher syndrome		[指定] アッシャー症候群	Usher症候群	303	MONDO:0019501
1200945	[Shitei] Juvenile bilateral sensorineural hearing loss	Juvenile-onset bilateral sensorineural hearing loss	[指定] 若年発症型両側性感音難聴		304	
1200946	[Shitei] Delayed endolymphatic hydrops		[指定] 遅発性内リンパ水腫		305	
1200947	[Shitei] Eosinophilic sinusitis		[指定] 好酸球性副鼻腔炎		306	
1200948	[Shitei] Canavan disease		[指定] カナバン病		307	MONDO:0010079
1200949	[Shitei] Progressive leukoencephalopathy	Leukoencephalopathy	[指定] 進行性白質脳症		308	
1200953	[Shitei] Progressive myoclonus epilepsy	PME	[指定] 進行性ミオクローヌスてんかん		309	MONDO:0020074
1200957	[Shitei] Congenital anomalies syndrome	Malformative syndrome|Congenital malformation syndrome	[指定] 先天異常症候群		310	MONDO:0000839
1200962	[Shitei] Congenital tricuspid stenosis	Tricuspid atresia|Congenital tricuspid atresia|Congenital tricuspid valve stenosis	[指定] 先天性三尖弁狭窄症		311	MONDO:0011514|MONDO:0019813
1200963	[Shitei] Congenital mitral stenosis	Mitral stenosis|Mitral valve stenosis|Congenital mitral valve stenosis	[指定] 先天性僧帽弁狭窄症		312	MONDO:0005852|MONDO:0020398
1200964	[Shitei] Congenital pulmonary vein stenosis	Congenital pulmonary venous obstruction	[指定] 先天性肺静脈狭窄症		313	MONDO:0017864
1200965	[Shitei] Vascular sling	PA sling|Pulmonary artery sling	[指定] 左肺動脈右肺動脈起始症		314	
1200966	[Shitei] Nail-patella syndrome/LMX1B-associated nephropathy		[指定] ネイルパテラ症候群（爪膝蓋骨症候群）／LMX1B関連腎症	Nail-patella症候群	315	
1200969	[Shitei] Carnitine cycle disorders		[指定] カルニチン回路異常症		316	MONDO:0017716
1200974	[Shitei] Trifunctional protein deficiency	mitochondrial trifunctional protein deficiency|TFP deficiency	[指定] 三頭酵素欠損症		317	MONDO:0012172
1200978	[Shitei] Citrin deficiency		[指定] シトリン欠損症		318	MONDO:0016602
1200982	[Shitei] Sepiapterin reductase deficiency	SRD	[指定] セピアプテリン還元酵素欠損症	ＳＲ欠損症	319	MONDO:0012994
1200983	[Shitei] Inherited glycosylphosphatidylinositol deficiency	IGD	[指定] 先天性グリコシルホスファチジルイノシトール欠損症	先天性GPI欠損症	320	MONDO:0012465
1200984	[Shitei] Nonketotic hyperglycinemia	Nonketotic hyperglycinaemia|NKH	[指定] 非ケトーシス型高グリシン血症		321	MONDO:0011612
1200987	[Shitei] Beta-ketothiolase deficiency	β-ketothiolase deficiency	[指定] β-ケトチオラーゼ欠損症		322	MONDO:0008760
1200988	[Shitei] Aromatic L-amino acid decarboxylase deficiency		[指定] 芳香族L－アミノ酸脱炭酸酵素欠損症		323	MONDO:0012084
1200989	[Shitei] Methylglutaconic aciduria		[指定] メチルグルタコン酸尿症		324	MONDO:0017359
1200993	[Shitei] Hereditary autoinflammatory syndrome	Hereditary autoinflammatory diseases	[指定] 遺伝性自己炎症疾患		325	
1200998	[Shitei] Osteopetrosis		[指定] 大理石骨病		326	MONDO:0017198
1200999	[Shitei] Idiopathic thrombosis (due to inherited predisposition to thrombosis) (neonates, infants)		[指定] 特発性血栓症		327	
1201000	[Shitei] Anterior segment dysgenesis	ASGD1|ASD	[指定] 前眼部形成異常		328	MONDO:0019503
1201001	[Shitei] Aniridia		[指定] 無虹彩症		329	MONDO:0019172
1201002	[Shitei] Congenital tracheal stenosis/congenital subglottic stenosis		[指定] 先天性気管狭窄症／先天性声門下狭窄症		330	
1201005	[Shitei] Idiopathic multicentric Castleman's disease		[指定] 特発性多中心性キャッスルマン病		331	
1201006	[Shitei] Gelatinous drop-like corneal dystrophy	GDLD	[指定] 膠様滴状角膜ジストロフィー		332	MONDO:0008777
1201007	[Shitei] Hutchinson-Gilford syndrome	Hutchinson-Gilford progeria syndrome|HGPS	[指定] ハッチンソン・ギルフォード症候群		333	MONDO:0008310
1201032	[Shitei] Cerebral creatine deficiency syndromes	CCDSs	[指定] 脳クレアチン欠乏症候群		334	MONDO:0000456
1201036	[Shitei] Nephronophthisis	NPH	[指定] ネフロン癆		335	MONDO:0009728|MONDO:0019005
1201037	[Shitei] Homozygous familial hypobetalipoproteinemia 1		[指定] 家族性低βリポタンパク血症1（ホモ接合体）		336	MONDO:0014252
1201038	[Shitei] Homocystinuria		[指定] ホモシスチン尿症		337	MONDO:0004737
1201042	[Shitei] Progressive familial intrahepatic cholestasis	PFIC	[指定] 進行性家族性肝内胆汁うっ滞症		338	MONDO:0015762
1201095	[Shitei] MECP2 Duplication Syndrome		[指定] MECP2重複症候群		339	MONDO:0010283
1201096	[Shitei] Primary ciliary dyskinesia (including Kartagener syndrome)	PCD	[指定] 線毛機能不全症候群（カルタゲナー症候群を含む。）		340	MONDO:0016575
1201098	[Shitei] Transient receptor potential cation channel, vanilloid subfamily, member 4 (TRPV4) -associated disorders		[指定] TRPV4異常症		341	MONDO:0018240
1201107	[Shitei] Autosomal Dominant Adult-Onset Demyelinating Leukodystrophy		[指定] LMNB1 関連大脳白質脳症		342	MONDO:0008215
1201108	[Shitei] PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome		[指定] PURA関連神経発達異常症		343	MONDO:0014512
1201109	[Shitei] very long-chain acyl-CoA dehydrogenase	VLCAD	[指定] 極長鎖アシル-CoA 脱水素酵素欠損症	VLCAD欠損症	344	MONDO:0008723
1201110	[Shitei] STING (stimulator of interferon genes)-associated vasculopathy with onset in infancy)		[指定] 乳児発症 STING 関連血管炎		345	MONDO:0014405
1201111	[Shitei] Primary extrahepatic portal vein obstruction	PSC	[指定] 原発性肝外門脈閉塞症		346	
1201112	[Shitei] Bleeding disorder with abnormal fibrinolysis		[指定] 出血性線溶異常症		347	
1201116	[Shitei] Lowe syndrome	OCRL|oculocerebrorenal syndrome of Lowe	[指定] ロウ症候群	眼・脳・腎症候群	348	MONDO:0010645
2100260	[Shoman] Autoimmune enteropathy (including IPEX syndrome)		[小慢] 自己免疫性腸症（IPEX症候群を含む。）		3	
2200001	[Shoman] B-cell precursor lymphoblastic leukemia	B-cell precursor lymphoblastic leukaemia	[小慢] 前駆B細胞急性リンパ性白血病		80	MONDO:0020511
2200002	[Shoman] Mature B-cell lymphoblastic leukemia	Mature B-cell acute lymphoblastic leukemia|Acute lymphoblastic leukemia|ALL	[小慢] 成熟B細胞急性リンパ性白血病	急性リンパ芽球性白血病	77	MONDO:0000872
2200003	[Shoman] T-cell lymphoblastic leukemia	T-cell lymphoblastic leukaemia|Acute lymphoblastic leukemia|ALL	[小慢] T細胞急性リンパ性白血病	急性リンパ芽球性白血病	81	MONDO:0004963
2200004	[Shoman] Acute myeloid leukemia with minimal differentiation	Acute myeloid leukaemia with minimal differentiation	[小慢] 急性骨髄性白血病、最未分化		71	MONDO:0005223
2200005	[Shoman] Acute myeloid leukemia without maturation	Acute myeloid leukaemia without maturation	[小慢] 成熟を伴わない急性骨髄性白血病		79	MONDO:0005224
2200006	[Shoman] Acute myeloid leukemia with maturation	Acute myeloid leukaemia with maturation	[小慢] 成熟を伴う急性骨髄性白血病		78	MONDO:0020320
2200007	[Shoman] Acute promyelocytic leukemia	Acute promyelocytic leukaemia	[小慢] 急性前骨髄球性白血病		74	MONDO:0012883
2200008	[Shoman] Acute monocytic leukemia	Acute monocytic leukaemia	[小慢] 急性骨髄単球性白血病		72	MONDO:0000875|MONDO:0007896
2200009	[Shoman] Acute monocytic leukemia	Acute monocytic leukaemia	[小慢] 急性単球性白血病		75	MONDO:0000875|MONDO:0007896
2200010	[Shoman] Acute erythremia	Acute erythraemia|Di Guglielmo's disease	[小慢] 急性赤白血病		73	MONDO:0017858
2200011	[Shoman] Acute megakaryoblastic leukemia	Acute megakaryoblastic leukaemia	[小慢] 急性巨核芽球性白血病		70	MONDO:0018872
2200012	[Shoman] NK cell leukemia	NK cell leukaemia	[小慢] NK細胞白血病	ナチュラルキラー細胞白血病	82	MONDO:0019470
2200013	[Shoman] Chronic myeloid leukemia	Chronic myeloid leukaemia|CML| Chronic myelogenous leukemia	[小慢] 慢性骨髄性白血病		83	MONDO:0011996
2200014	[Shoman] Chronic myelomonocytic leukemia	Chronic myelomonocytic leukaemia|CMML	[小慢] 慢性骨髄単球性白血病		84	MONDO:0011908|MONDO:0020311
2200015	[Shoman] Juvenile myelomonocytic leukemia	Juvenile myelomonocytic leukaemia|JMML	[小慢] 若年性骨髄単球性白血病	JMML	76	MONDO:0011908
2200016	[Shoman] Other leukemia	Other leukaemia	[小慢] 1から15までに掲げるもののほか、白血病		85	
2200019	[Shoman] Myelodysplastic syndrome	MDS	[小慢] 骨髄異形成症候群	MDS	44	MONDO:0018881|MONDO:0044873
2200020	[Shoman] Mature B-cell lymphoma	B-NHL	[小慢] 成熟B細胞リンパ腫	B-NHL	86	MONDO:0015759
2200021	[Shoman] Anaplastic large cell lymphoma	ALCL	[小慢] 未分化大細胞リンパ腫	ALCL	90	MONDO:0020325
2200022	[Shoman] Precursor B lymphoblastic lymphoma		[小慢] Bリンパ芽球性リンパ腫		88	MONDO:0020511
2200023	[Shoman] Precursor T lymphoblastic lymphoma		[小慢] Tリンパ芽球性リンパ腫		87	MONDO:0044917
2200024	[Shoman] Hodgkin lymphoma	HL	[小慢] ホジキンリンパ腫	Hodgkinリンパ腫	89	MONDO:0004952
2200025	[Shoman] Other malignant lymphomas		[小慢] 18から22までに掲げるもののほか、リンパ腫		91	
2200031	[Shoman] Langerhans cell histiocytosis	LCH	[小慢] ランゲルハンス細胞組織球症	Langerhans細胞組織球症	46	MONDO:0017025|MONDO:0017029|MONDO:0018310
